ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Soil_Type,Horizontal_Distance_To_Fire_Points
1800704448851,3120,315,9,150,6,633,195,233,177,7202,1022
1800838942492,3212,261,6,309,6,618,206,243,176,7202,1884
1803009238387,3169,343,6,153,-4,741,208,231,161,7201,1072
1803295992543,3271,284,16,323,57,636,174,238,204,7757,1103
1804293770317,3191,336,10,306,30,1410,197,226,168,7202,2105
1805653315131,3431,312,7,841,232,981,201,235,173,8776,854
1805804795430,3043,333,5,90,-8,212,208,233,164,7201,601
1809602375658,3236,157,5,295,21,865,226,241,149,8776,1050
1809656428782,3263,345,13,295,75,319,195,220,163,7202,1477
1810809402528,3203,313,10,524,43,1318,192,232,180,7202,2405
1811294055916,3268,31,6,350,79,384,219,228,145,7202,1410
1812441992320,3183,317,10,0,0,892,194,231,178,7201,886
1813836592712,3224,31,17,277,36,1324,213,200,118,7756,792
1821181877019,3180,350,4,150,-4,1577,212,233,158,7756,765
1822135208477,3205,345,7,488,50,1146,207,230,161,7202,2486
1822851950285,3094,288,15,150,54,540,175,237,201,7201,1405
1823569682086,3278,274,4,661,94,579,210,240,169,7202,1419
1824054769374,3181,324,4,180,-16,30,209,235,164,7202,1567
1826200580512,3146,308,8,636,-19,690,197,235,178,7201,1660
1826476832254,3101,346,8,395,16,566,205,228,161,7201,841
1826987804139,3143,95,11,120,11,376,238,224,116,7202,5388
1829763637259,3299,164,20,499,139,1718,234,241,128,7757,1304
1829765039174,3274,200,16,366,121,1591,212,252,170,7756,4151
1832556803168,3318,317,25,743,119,799,147,209,198,7201,994
1836048115760,3237,84,6,0,0,700,229,229,133,7101,1080
1837803885416,3410,17,6,658,211,757,215,228,150,8776,840
1838096430475,3241,130,11,242,75,592,238,234,124,4758,2052
1838314846149,3406,73,19,323,48,1129,238,202,87,8776,1595
1838973120741,3235,185,16,30,-12,2470,221,249,156,7202,3755
1843087955905,3353,88,14,636,157,484,240,217,105,8771,309
1843450972980,3408,68,24,400,50,1136,237,185,67,8776,1574
1846039995059,3321,283,19,408,125,560,165,237,211,7757,577
1847197337071,3194,144,10,127,13,1888,235,238,133,7202,1533
1850191942738,3223,338,10,421,39,437,198,226,167,7202,1060
1851656731294,3311,54,4,0,0,1209,222,231,144,8771,1471
1854147462592,3122,41,5,95,-9,400,220,229,145,6731,2631
1858333611306,3047,318,13,384,74,474,187,228,182,7201,497
1858362439421,3189,285,17,85,15,741,172,238,205,7202,2473
1859644236240,3117,108,6,30,-2,170,231,233,136,7202,5238
1859789429736,3300,212,4,745,62,732,216,244,165,7202,1201
1860457253331,3259,137,22,402,94,1714,248,225,94,7757,1410
1862027930550,3241,12,15,309,75,685,203,207,139,7757,1956
1862370751574,3176,267,19,180,61,134,167,244,214,7201,540
1865673412104,3312,284,25,421,108,511,144,231,223,7757,787
1868818050599,3253,356,4,361,54,430,214,233,157,7202,1365
1871324298430,3155,333,9,335,-30,1154,200,229,168,7700,836
1871606834851,3338,117,10,666,9,785,237,231,125,8771,4508
1871838802888,3285,114,20,417,90,277,250,216,85,7756,604
1873526774927,3406,338,11,859,211,1026,195,224,168,7755,778
1874130164616,3321,229,21,108,4,1952,184,254,201,7756,3783
1875258419954,3132,333,8,510,-53,979,201,229,168,7202,979
1876408797236,3150,334,7,210,25,808,204,231,166,7201,1168
1876495275938,3173,50,16,218,31,1242,225,204,108,7201,4891
1876547166986,3267,317,17,474,94,582,174,223,188,7700,366
1878375462094,3382,329,12,1064,183,1123,191,225,174,7202,671
1880157598839,3193,212,21,150,41,1513,198,254,185,7201,4355
1881034709379,3212,0,3,301,13,323,215,233,156,7202,1170
1881096753730,3315,301,24,721,116,824,147,222,212,7201,1041
1882119501109,3175,66,9,95,14,912,229,221,124,7202,2206
1888212210801,3052,340,17,90,9,180,183,214,169,7201,430
1889226969679,3264,279,25,421,157,379,146,234,224,7201,782
1890775578434,3258,59,23,467,7,1504,230,186,77,7201,4924
1893246457863,3188,341,14,430,41,1106,189,218,167,7202,2457
1894646743242,3085,352,3,306,42,408,214,233,158,7202,642
1895060553530,3270,349,10,30,7,1320,202,224,160,7202,1681
1895631179183,3184,33,25,242,47,907,206,176,94,7201,5143
1895710142329,3237,298,26,484,142,430,138,220,218,7201,1050
1896534447324,3258,20,17,192,15,1765,207,203,129,7201,4726
1896851476748,3171,52,14,201,26,277,226,209,113,7756,2207
1897390724741,3181,15,3,60,2,391,217,233,154,7202,1200
1897993788164,3149,296,10,30,7,661,191,237,186,7202,2148
1900752901077,3150,62,16,180,17,666,232,205,101,7201,5281
1902396258838,3212,85,18,240,46,516,243,206,86,4758,2109
1906298258231,3238,256,14,210,54,170,186,248,200,7202,1611
1907137331603,3191,148,20,342,113,283,242,234,111,7701,2866
1908319847912,3208,342,24,417,42,713,164,197,167,7757,1848
1908844835040,3229,140,7,480,108,484,231,238,140,7756,685
1911342150102,3324,313,15,319,77,977,177,227,190,7202,1413
1911777865282,3330,225,15,492,-14,1570,198,253,189,7757,4019
1911891851994,3425,238,14,571,-27,1549,193,251,194,7757,3848
1915015654232,3137,349,8,351,-40,872,206,227,160,7201,999
1915503342368,3324,313,12,576,77,899,187,230,183,7202,1201
1916700505839,3213,108,9,67,18,1798,237,229,123,7202,1584
1919291301620,3139,304,7,301,-7,570,201,237,175,7202,1342
1919708403046,3335,193,19,127,29,2206,214,252,164,7756,3630
1924794918930,3237,18,18,376,101,1006,203,199,128,7201,5194
1925480624227,3211,295,23,323,105,270,150,227,215,7201,713
1927082605574,3170,203,14,67,12,1698,212,252,172,7201,4320
1928295290892,3442,150,9,577,-10,1448,232,240,139,8771,3879
1929524421438,3199,150,14,218,33,467,237,239,128,4758,2190
1930464406171,3166,126,14,277,88,234,243,229,112,7756,2638
1933354531281,3330,1,20,180,-1,1570,188,199,145,8776,1928
1934976850644,3298,147,21,511,123,1698,243,232,107,7757,1261
1937312617192,3253,71,19,474,87,911,237,200,87,7757,1827
1937561354268,3118,344,7,323,27,1413,206,229,162,7700,1233
1940691837815,3195,319,30,234,50,470,129,197,201,7757,2422
1940694351349,3310,336,11,201,-21,1481,194,225,169,7202,1897
1942672788130,3346,65,12,362,55,1812,231,216,116,8771,3070
1942838498798,3275,56,22,124,7,2140,228,188,82,7757,4566
1944856261453,3192,308,8,95,8,324,199,235,176,7202,1120
1945749030842,3340,110,10,216,60,918,238,229,120,7756,607
1945757155452,3399,193,12,725,15,1379,219,249,163,7757,4060
1945869854755,3208,256,23,361,87,379,159,247,221,7756,618
1947125027286,3295,45,7,624,49,725,222,225,138,7202,1307
1948772898809,3293,209,12,150,0,1909,211,251,174,7756,3872
1950326816429,3391,307,18,524,177,872,166,226,199,7757,1224
1951244562757,3158,348,19,247,39,525,181,205,160,7201,1894
1951937864878,3316,34,17,319,17,1678,215,201,117,7201,4976
1952822757879,3130,314,14,306,49,242,183,229,186,7201,1273
1953098435935,3224,243,25,162,19,1959,162,250,218,7201,4052
1953265801129,3216,23,23,323,79,1034,200,185,113,7201,5134
1957070788514,3218,220,7,95,3,949,212,247,172,8776,1239
1958385124653,3300,16,8,666,112,700,214,224,147,7202,1115
1958597881733,3288,16,16,467,30,1182,204,205,134,7756,598
1959128816446,3203,288,7,234,19,127,201,240,178,7202,1312
1960302956520,3179,209,18,95,28,1758,203,254,181,7201,4260
1960582431540,3219,22,13,234,63,741,212,213,136,7202,1864
1960594438384,3184,302,24,371,88,313,145,221,213,7201,949
1961629592231,3177,150,15,376,41,443,238,238,125,7202,2741
1961649438946,3226,38,18,350,90,953,217,197,110,7201,5197
1961706570398,3153,25,15,480,8,424,211,206,128,7757,1931
1962187565583,3193,321,12,42,3,1945,189,228,179,7101,1702
1964678519792,3465,0,0,421,12,1602,218,238,156,8703,3719
1965171683195,3237,11,8,426,39,1115,212,224,150,7756,1517
1965944311645,3252,277,14,256,34,589,180,242,201,7757,1100
1966863962765,3328,30,9,339,52,1074,218,220,138,7756,541
1970281456331,3234,158,13,297,69,1630,234,242,136,7757,1517
1971467614767,3254,354,9,319,38,755,206,225,158,7202,1714
1971703873958,3361,172,13,495,32,957,228,246,147,7756,4279
1975058916186,3206,338,9,532,54,1124,201,228,166,7202,2553
1979831539920,3212,266,12,417,33,603,189,245,196,7202,825
1982652634897,3245,83,25,120,-38,2385,245,189,59,8772,4149
1985382398930,3237,111,15,180,-46,2532,244,223,104,7202,3862
1986239671138,3316,230,24,201,78,2418,176,253,206,7757,3583
1986614791468,3367,328,26,509,171,631,149,200,186,7757,693
1988288240099,3172,56,10,42,1,1956,227,218,124,7202,4365
1988303278410,3150,196,10,124,14,648,218,248,164,7202,2461
1988563586478,3299,88,18,595,163,1019,244,209,88,7700,5401
1990398666171,3187,158,9,150,12,1768,231,242,143,7202,1573
1997088199391,3437,62,6,514,59,1379,225,228,138,8703,3814
1998245335720,3258,82,15,108,13,811,240,212,98,7756,900
1998325036240,3235,118,17,240,69,566,246,223,100,4758,2071
2000995015605,3362,34,21,242,49,2094,212,190,105,8776,2173
2001328210704,3288,329,14,618,89,702,187,223,176,7201,1110
2001492439420,3182,158,24,153,16,531,238,235,113,4758,2216
2002455610863,3302,234,17,67,-3,1994,190,253,197,7756,3781
2003117756103,3248,347,13,90,19,1253,194,218,162,7202,1895
2003856643764,3234,222,22,300,87,1315,187,254,196,7756,4403
2003901821291,3255,285,18,330,71,277,166,237,209,7202,1557
2006291745482,3153,246,9,30,4,824,203,247,182,7202,2317
2009453465655,3184,224,20,175,37,1321,189,254,196,7201,4484
2013160751505,3336,324,25,371,114,787,150,204,190,7757,1233
2013511038507,3448,302,14,384,90,810,181,233,192,8776,1236
2013682780991,3148,297,25,297,102,108,143,223,216,7201,2308
2014991440163,3287,341,16,108,24,1353,185,215,168,7202,1776
2015432022276,3113,307,11,175,27,120,188,233,185,7202,1153
2019391969924,3369,86,9,658,78,2160,234,225,122,8771,2731
2020064182786,3324,134,23,577,149,1605,249,223,90,7757,1142
2020654001268,3452,67,2,484,0,1482,221,235,151,8703,3771
2021419560938,3169,55,8,30,1,1976,225,223,132,7202,4335
2021668192706,3200,287,7,192,16,1319,200,240,179,7700,872
2022026193571,2998,310,7,42,1,779,201,235,174,7202,1365
2022654452194,3218,137,20,242,53,1541,246,228,101,7202,1599
2026948621518,3388,358,5,787,198,1213,211,230,156,7755,828
2027234504362,3165,333,8,258,-12,1061,201,229,168,7700,806
2028065293814,3257,338,5,283,39,815,209,233,162,7202,1711
2028645890938,3219,338,13,300,75,666,190,220,169,8772,1789
2030839571066,3280,83,6,30,4,741,228,230,137,7756,808
2033096081620,3277,72,16,319,32,1022,236,208,98,7756,765
2034403353270,3265,81,27,150,-32,2389,244,181,50,8772,4175
2036139800707,3261,232,11,216,1,1846,203,250,184,7756,4020
2038067331131,3287,312,12,671,62,618,187,231,184,7202,1383
2039289542763,3327,268,25,570,-20,511,148,240,226,7201,930
2045776491391,3169,155,17,258,91,201,237,239,126,7756,2830
2046003513848,3413,108,13,0,0,1890,241,225,111,8703,3245
2048736613307,3239,131,15,309,58,1783,243,231,112,7757,1374
2050766813091,3410,208,13,702,6,1421,211,251,174,7757,4001
2051348232606,3128,321,16,339,56,277,179,223,184,7201,1528
2051477588841,3332,345,30,175,49,1063,146,178,160,8772,1484
2052576343935,3259,130,21,366,69,1575,249,223,91,7757,1252
2054828761696,3361,111,6,626,32,979,230,234,137,8771,4302
2055225671359,3270,65,10,283,57,1140,230,220,123,7202,1879
2058079054262,3285,123,20,424,95,1489,249,221,91,7757,1191
2058585221509,3386,338,11,870,196,1120,196,225,167,7755,745
2061398061576,3371,349,23,534,175,674,171,195,157,7757,660
2064474774063,3192,131,20,604,34,626,248,224,95,7756,849
2064545260655,3234,55,22,175,18,700,228,189,84,7202,1994
2064651819143,3260,133,21,534,182,459,248,225,96,7701,3037
2064717801419,3137,318,17,362,62,297,172,222,189,7201,1421
2065196263637,3168,65,13,85,-2,1913,232,214,112,7201,4392
2067378487374,3311,297,21,685,112,769,155,228,211,7201,1045
2068151331594,3221,46,19,324,84,927,222,195,100,7201,5199
2068919655931,3320,106,23,240,-25,2421,251,206,70,8776,4308
2070100221788,3364,179,10,212,19,2333,224,246,154,7756,3481
2072108163879,3248,197,24,277,90,1677,205,252,169,7756,4173
2074233344277,3203,304,7,150,24,474,200,236,176,7201,992
2074854101501,3312,344,21,85,27,1837,173,202,164,8771,1929
2078721027741,3187,157,10,277,53,990,231,242,142,7757,2060
2079482786120,3250,69,22,511,84,895,237,190,72,7757,1775
2080287122716,3181,292,21,247,75,210,158,231,212,7201,674
2081521364954,3127,333,8,446,-58,1201,202,230,167,7202,1061
2083362642703,3434,72,5,134,25,1824,225,231,141,8703,3371
2084411085915,3129,337,8,430,-56,1179,203,229,165,7202,1036
2084513846087,3264,293,23,306,57,537,151,228,215,7757,981
2088996626945,3079,0,5,390,36,484,212,230,156,7202,658
2090521597217,3279,352,7,0,0,700,208,228,158,7756,847
2090548013325,3189,277,6,0,0,1155,205,241,175,7700,1092
2093698833546,3158,47,13,339,22,878,224,212,120,7202,2151
2094921537354,3264,96,24,300,35,2281,250,197,61,8772,4354
2095105580876,3228,239,6,339,45,927,210,245,173,7756,582
2097273918932,3119,340,6,390,30,1355,207,231,163,7202,1200
2097403350601,3168,264,18,150,28,1218,172,245,211,8776,1381
2101227321171,3169,336,9,60,6,1368,199,227,167,7700,1041
2102687645067,3156,129,9,228,20,488,236,235,129,7202,2643
2106528223100,3308,333,6,616,61,805,205,232,165,7202,1239
2106983020580,3116,337,5,182,16,955,208,232,163,7700,1745
2110165187633,3343,25,13,242,58,2005,213,212,133,8771,2078
2113360939717,3167,326,5,124,3,510,206,234,166,7202,1347
2113666930166,3189,2,8,301,11,1191,209,225,154,7700,658
2115579916138,3211,109,23,511,90,524,252,208,71,7756,741
2120595952534,3158,342,3,216,-20,875,213,235,159,7201,1114
2123305817475,3103,315,3,511,18,1170,212,237,163,7202,1216
2123857385132,3295,104,25,408,102,1463,252,199,59,7757,1256
2125597094473,3221,127,14,175,31,1706,243,230,112,7202,1448
2126824508213,3433,28,7,255,-15,1697,218,225,143,8703,3523
2126997451781,3278,229,5,660,94,569,213,244,169,7202,1448
2132622570727,3244,313,9,480,60,360,196,233,177,7202,1670
2133891588512,3163,225,5,30,2,658,213,245,169,7202,2274
2135058956349,3171,173,18,335,35,457,229,246,142,7202,2708
2136594176871,3131,346,8,430,-46,882,205,228,161,7202,1008
2138589417594,3387,171,12,722,222,1506,228,245,147,7755,1150
2139400054486,3195,218,18,180,21,1926,198,254,188,7202,4143
2141019896180,3238,156,22,268,72,834,239,236,115,4758,2032
2141874103607,3234,88,22,90,-30,2382,246,197,69,7757,4124
2142826850983,3172,310,24,426,92,362,148,216,205,7201,1338
2143155865082,3187,63,3,120,26,1026,222,233,146,7202,2151
2147220274946,3233,142,12,124,-22,2521,237,237,128,7202,3798
2148886974584,3324,2,5,511,77,902,212,229,155,7202,1260
2149329867241,3186,307,17,120,25,582,173,228,195,7202,2389
2150558110640,3197,354,12,42,3,1932,200,218,156,7101,1706
2153885470029,3131,309,6,30,0,633,203,236,172,7202,1022
2153927152104,3236,77,13,430,103,779,236,216,110,7201,5442
2154202870935,3177,356,7,42,0,1844,209,228,157,7101,1722
2155340444347,2995,312,11,150,5,319,189,232,183,7201,242
2161933515530,3211,350,5,212,27,90,210,231,159,7202,1771
2164479126093,3111,323,14,277,43,216,184,225,180,7201,1552
2166352277991,3380,108,17,277,47,1065,247,218,93,8771,3931
2170642172712,3236,182,7,309,61,1836,222,245,157,7757,1406
2171752430129,3419,150,13,671,-33,1298,236,239,130,8771,3960
2171761164985,3164,150,5,162,31,997,227,240,147,7202,2089
2172485208856,3250,220,16,268,98,1784,200,253,187,7756,4110
2173991855978,3221,77,15,339,87,872,238,211,100,7201,5260
2176367911889,3098,295,16,175,64,569,172,234,201,7201,1300
2176556213312,3236,287,17,451,62,731,169,236,207,7202,696
2178547528443,3209,338,9,127,21,1271,201,228,166,7700,937
2179442060229,3271,323,12,510,87,400,188,227,178,7202,1575
2179463347064,3256,287,9,175,38,942,195,240,185,7202,1771
2180783146732,3177,8,13,360,11,430,205,215,146,7757,2038
2180891972278,3427,95,17,0,0,1931,245,213,92,8703,3227
2182699534764,3316,109,24,150,36,858,253,205,65,7756,674
2183931615739,3181,94,16,376,32,1055,243,215,97,7202,1986
2185569962797,3295,205,11,424,-2,1634,213,250,171,7756,4063
2186158806515,3136,292,7,0,0,1392,201,239,178,7700,1224
2187266651806,3071,346,8,30,3,1104,205,228,161,7202,1710
2187885341089,3329,119,12,577,134,437,240,229,117,8771,511
2188034461757,3333,322,35,426,137,537,113,182,197,7757,677
2188716710746,3262,342,10,513,64,1107,198,224,165,7700,1622
2189802674010,3260,277,11,366,42,751,190,242,191,7202,1654
2190040791254,3165,18,9,201,22,1387,213,220,144,7201,4770
2190879490076,3268,58,9,228,29,934,227,222,129,7756,849
2191362005098,3348,239,21,60,3,2036,176,252,209,7757,3663
2191877159422,3101,325,14,150,20,514,185,224,179,7202,902
2195923497582,3058,324,4,85,-1,872,209,235,165,7700,1766
2199595657848,3401,357,13,767,202,920,199,216,154,7757,759
2201250916952,3310,347,26,134,27,1044,161,187,158,8772,1448
2202007601688,3375,49,13,190,-2,1429,225,211,117,8703,3589
2205758387252,3008,303,10,228,42,384,193,236,182,7201,323
2207815914302,3125,281,10,127,7,1230,194,241,187,7700,1450
2207822365814,3143,90,0,664,-22,690,219,237,155,7201,1637
2207865666169,3319,174,20,541,164,1593,228,245,140,7757,1448
2208576427834,3019,321,9,258,53,534,197,231,174,7201,451
2208763339629,3292,235,18,277,-1,1782,186,253,201,7756,3966
2209287839640,3382,93,12,661,192,1318,239,222,111,7755,955
2211224068327,3261,260,16,616,45,547,179,247,205,7202,1536
2212441222646,3163,22,3,134,-2,768,218,233,153,7201,1159
2213196287768,3220,154,20,162,54,666,239,237,118,4758,2106
2213590771856,3169,256,4,42,8,616,210,242,170,7202,2310
2216078468569,3229,299,15,382,31,589,178,233,195,7202,1795
2216973116275,3254,109,16,541,93,1167,246,220,98,7202,1841
2218213118353,3116,317,9,210,9,671,195,232,176,7202,1057
2218748622097,3130,115,5,90,0,618,229,235,140,7101,2437
2220312099037,3243,195,11,330,82,577,218,250,165,7757,2594
2220544895087,3123,337,6,484,-62,1113,207,231,164,7202,1077
2220658014053,3329,180,8,499,0,799,223,245,155,8771,4355
2222176847991,3175,285,21,30,-34,824,155,234,216,7202,2073
2224149569671,3341,351,11,120,3,1972,199,221,159,8772,4846
2225377663650,3184,204,9,30,-11,890,215,249,168,7202,2069
2227503374355,3016,319,9,234,46,516,198,232,174,7201,421
2230990126871,3370,126,7,713,41,955,232,236,137,7757,4373
2232151113850,3154,190,4,120,17,735,220,243,159,7202,2407
2232567288234,3047,354,11,30,7,865,201,220,157,7700,1725
2232747986714,3232,21,13,85,-10,2055,211,212,135,7202,4540
2234810306948,3131,225,3,150,10,510,215,242,165,6731,2530
2234949105474,3299,97,19,201,-32,2382,247,208,81,8772,4257
2235328566749,3174,56,24,420,8,466,228,183,76,7757,1953
2235871422325,3312,6,14,420,-19,1423,202,213,146,8771,1914
2237301823511,3205,122,23,382,114,256,252,215,78,7701,3104
2243690567165,3130,124,7,256,-2,633,232,235,136,6731,2397
2246087204490,3364,188,14,313,9,1782,221,250,159,7757,3800
2246126868126,3180,310,4,60,6,558,209,237,167,7202,1090
2247296470065,3301,52,16,446,83,1198,227,203,105,8771,1768
2247675263554,3245,156,20,474,167,408,238,238,119,7701,2989
2247810193562,3149,50,16,175,13,937,225,204,108,7201,5055
2247916509441,3306,316,24,633,125,787,151,213,198,7757,295
2251666510718,3291,320,12,685,59,631,188,228,180,7202,1354
2252582486934,3320,28,15,201,12,1784,213,207,127,7201,4930
2252752085875,3181,270,2,85,6,1756,213,240,165,7101,1632
2257167080903,3365,121,11,277,47,1698,239,231,121,8771,3185
2258241614281,3361,216,10,150,16,2270,210,250,175,7756,3510
2258382729578,3132,340,13,30,0,558,191,220,168,7201,2113
2259539925454,3340,63,23,497,-17,1243,233,185,71,8771,1702
2259922495168,3352,297,22,845,75,1041,154,227,211,7202,904
2260331305559,3365,54,16,201,-2,1406,228,204,105,8703,3601
2263085418179,3185,342,1,210,0,1308,217,237,157,7756,558
2263486930041,3363,16,17,300,25,1724,203,203,133,7201,5042
2263755850506,3274,315,22,685,198,626,155,215,198,7201,1399
2266143720689,3214,2,6,190,30,67,212,229,154,7202,1785
2269729763803,3210,122,15,162,32,1812,244,227,108,7202,1486
2270643329761,3199,300,9,240,25,638,194,236,182,7201,904
2271292630727,3308,208,17,0,0,2058,206,254,178,7756,3720
2272618892744,3260,170,20,67,-29,2597,230,244,136,7757,3679
2273140785405,3284,96,27,242,-47,2340,251,190,50,8772,4290
2273506325689,3361,10,27,474,3,1294,180,176,122,8776,1862
2274201531504,3229,292,23,360,123,300,148,228,217,7201,735
2275268055347,3241,345,14,390,57,285,191,217,164,7202,1616
2275690409138,3336,2,8,90,4,1593,209,224,154,7202,1855
2279571759442,3152,107,18,376,41,342,247,217,91,7202,5775
2280913564877,3161,130,12,255,83,212,240,233,121,7756,2609
2281102650494,3327,309,6,499,64,969,203,236,172,7202,1230
2283686662641,3153,144,8,702,-12,720,232,239,138,7201,1595
2284155579835,3195,325,23,443,29,706,157,208,188,7757,1824
2285075753107,3387,134,14,708,222,1528,241,233,118,7755,1201
2286154302049,3279,225,7,0,0,2079,211,247,172,7756,3810
2290177767327,3199,277,20,270,92,210,163,239,214,7201,636
2295031116235,3173,136,14,658,-3,612,241,234,119,7756,900
2295685479106,3404,140,7,60,4,1874,231,238,139,8703,3188
2298889786964,3149,339,8,283,-28,955,203,228,164,7700,912
2298931835374,3167,94,10,60,1,849,236,225,119,7202,2271
2300861588760,3430,231,10,582,101,1273,205,249,181,8771,3937
2304637531646,3148,165,12,85,15,1012,230,244,143,7202,2116
2304813845666,3297,356,11,30,-1,1154,202,220,155,8772,1445
2305504701049,3197,223,11,255,63,408,206,250,180,7745,2147
2306513657167,3181,243,11,90,7,2034,199,249,187,7202,4087
2307024358789,3442,237,17,454,-10,1657,187,252,200,8771,3724
2309390174383,3266,305,21,457,67,553,159,224,204,7202,1218
2309520801677,3167,339,9,216,-10,1062,200,227,166,7700,807
2309917253287,3244,302,6,319,29,774,204,237,173,8776,960
2310123977720,3378,290,19,60,4,2100,163,234,209,7756,3516
2310159488573,3261,311,5,592,84,751,207,236,168,7202,726
2311317819017,3452,45,8,285,0,1689,223,223,135,8703,3587
2311951414319,3170,112,5,67,-1,2143,229,234,139,7101,4194
2312212068999,3133,352,7,150,41,591,208,229,158,7202,960
2312455749334,3428,135,14,648,-24,1364,241,233,118,8771,3951
2314285783267,3415,76,12,285,57,1087,234,218,114,8776,1563
2314614025426,3243,93,10,470,110,800,237,224,118,7201,5470
2314843903724,3288,231,6,616,96,666,210,246,173,7202,1128
2314947349084,3244,264,13,212,28,830,186,246,198,7202,1801
2315793014331,3266,5,9,277,51,1182,209,223,152,7202,1897
2316881291108,3317,42,18,277,18,1718,220,199,108,7201,4950
2318167038261,3298,25,9,162,12,1840,216,221,141,7201,4834
2320272184887,3135,289,9,331,-11,571,196,239,183,7202,1347
2320845613332,3032,319,15,300,62,390,181,226,184,7201,417
2320959056681,3135,90,7,170,57,108,231,229,132,7756,2287
2321922801703,3242,302,12,379,43,484,186,234,189,7202,1231
2322267646448,3150,203,8,150,15,589,216,247,166,7202,2521
2323482957487,3359,106,19,794,214,1601,248,214,87,8776,1441
2326999887407,3172,147,12,335,94,277,236,239,132,7756,2365
2327568473410,3108,340,14,90,23,457,190,219,167,7202,830
2328453973787,3188,35,13,297,46,1340,218,210,125,7201,4890
2335451493759,3191,294,8,60,9,424,197,238,181,7202,1080
2337506288891,3160,77,9,470,49,424,232,223,122,7202,5753
2338793839018,3206,58,18,361,64,1374,230,200,97,7201,4920
2338989153935,3401,179,10,853,241,1358,225,246,154,7755,968
2339221557788,3260,296,14,421,74,579,179,235,196,7757,212
2339254835327,3439,246,14,324,91,782,190,250,197,8776,1200
2346011845178,3180,14,10,255,38,1332,211,220,145,7201,4860
2346275228915,3177,39,15,192,40,1158,219,206,118,7201,4953
2346632245319,3187,276,2,134,1,1332,213,239,164,7756,591
2346685973825,3273,309,22,671,195,607,155,220,203,7201,1358
2348405103260,3282,343,13,30,3,684,194,220,165,7756,875
2348558979958,3370,1,18,390,38,1358,191,202,146,8776,1981
2349030680256,3278,20,9,497,94,509,214,221,143,7202,1316
2349033912620,3240,231,3,234,25,752,214,242,166,7756,994
2351118311792,3190,152,12,85,12,1889,235,240,134,7101,1570
2351388746928,3109,345,11,108,12,342,199,223,163,7201,2015
2351813888063,3397,142,11,757,242,1487,236,237,130,7755,1189
2353058205193,3093,309,6,60,8,1218,203,236,172,7700,1587
2354550729798,3327,274,24,570,221,510,148,237,225,7201,934
2355260592849,3379,346,11,201,37,1513,199,223,162,8776,1973
2356428087429,3174,132,14,180,29,339,242,232,117,4758,2270
2356654872745,3274,99,20,120,-23,2497,248,209,80,7757,3903
2357056375575,3427,67,14,95,18,1824,233,211,106,8703,3350
2359920922090,3175,153,19,300,82,234,240,237,118,7701,2953
2360330707061,3128,176,3,153,-1,626,221,241,156,7101,2412
2360649040507,3158,0,2,192,-20,886,216,235,156,7201,1087
2361995259445,3367,148,8,757,192,1423,231,240,141,7102,953
2362923227062,3369,352,39,212,79,1129,125,144,137,8772,1536
2365892425804,3347,331,31,309,118,824,134,186,183,7757,1320
2367189513607,3253,50,17,339,10,1616,226,201,103,7201,4808
2368523799534,3430,232,13,570,-22,1528,198,252,189,8771,3854
2369298837537,3425,274,11,201,8,1973,190,243,192,7756,3532
2370674178496,3327,98,14,182,36,1637,243,219,102,7201,3254
2371854773661,3332,353,16,379,0,1400,190,210,157,8776,1956
2372217067786,3169,22,9,335,37,1682,214,220,141,7756,886
2373079965555,3234,57,8,85,16,1195,226,223,132,7202,1998
2375534435399,3179,217,14,240,18,646,204,253,182,7756,2534
2378533051010,3438,227,17,85,7,2100,193,254,194,7756,3406
2380375814678,3153,134,17,234,75,192,244,230,109,7756,2543
2382075167863,3173,122,16,488,-21,872,246,225,102,7201,1416
2382722543743,3338,36,13,150,25,2105,219,211,125,8771,2145
2382797737047,3227,358,14,124,19,1101,197,212,152,7202,2029
2383565053956,2969,333,13,120,5,540,189,223,173,7201,999
2384484915509,3377,96,9,674,196,1366,234,228,125,7755,957
2385153975893,3217,275,10,330,43,659,193,242,189,7201,810
2385473573168,3012,286,7,228,47,488,201,240,179,7201,451
2387384943641,3284,44,16,404,24,1583,222,204,112,7201,4929
2395966589675,3351,317,21,636,165,824,160,217,194,7757,470
2396456215104,3298,359,14,390,55,1425,199,214,152,8771,1953
2397970208627,3407,173,16,150,33,2333,228,246,145,7756,3360
2399115805210,3310,136,28,228,-14,2401,250,216,74,7757,3632
2403071572861,3241,33,13,240,57,134,217,210,126,7202,1704
2403264565960,3209,327,13,150,10,258,189,225,176,7202,1343
2403316202881,3187,288,7,30,4,404,201,240,178,7202,1110
2404311111840,3241,121,15,474,163,417,245,226,106,7701,2885
2405334851256,3107,334,11,127,10,335,194,225,170,7201,1994
2406448948139,3394,117,10,323,55,1849,237,231,124,8771,3072
2410557199948,3250,307,20,212,54,365,162,224,200,7757,551
2414107917402,3135,107,9,240,24,295,236,229,124,7202,5501
2415971395426,3329,311,14,495,140,684,180,229,188,7757,454
2417968981407,3168,152,4,0,0,2121,224,239,151,7101,4158
2419070178928,3124,295,15,210,31,150,175,234,199,7201,891
2419090767614,3305,339,23,42,12,1800,163,199,171,8771,1914
